,lrd,lrg,type,epochs,ticker,hid_g,hid_d,RMSE,MAE,SR_w scaled,PnL_w,Close-to-Open SR_w,Open-to-Close SR_w,Corr,Pos mn,Neg mn,narrow dist,narrow means dist,RMSE val,MAE val,PnL_w val,SR_w scaled val,Corr val,Pos mn val,Neg mn val
0,1e-05,1e-05,ForGAN-FFT-Conv,500,AZO,8,8,0.020613133907318115,0.01520523615181446,-0.15771683182955776,-1.1759419135530205,0.30068121721862046,-0.35809605803777417,0.0006360125908930538,0.0900735294117647,0.9099264705882353,False,False,0.020763982087373734,0.014618205837905407,-8.517321046105625,-1.2539609336663158,-0.015832668502058115,0.07727690892364306,0.922723091076357
