,lrd,lrg,type,epochs,ticker,hid_g,hid_d,RMSE,MAE,SR_w scaled,PnL_w,Close-to-Open SR_w,Open-to-Close SR_w,Corr,Pos mn,Neg mn,narrow dist,narrow means dist,RMSE val,MAE val,PnL_w val,SR_w scaled val,Corr val,Pos mn val,Neg mn val
0,1e-05,1e-05,ForGAN-LS4,100,AMZN,16,16,0.024422451853752136,0.022386133670806885,-0.20512017794649418,-1.3488560807069434,-0.6595967513511317,0.25136750169140015,-0.014577246416889124,0.0,1.0,False,False,0.023889625445008278,0.022492725402116776,-3.6587459544889613,-0.6709480466435224,0.003697142415184014,0.0,1.0
