,PnL_norm,MSE_norm,SR_norm,STD_norm,BCE_norm
0,0.802091,0.7780191,0.22531833,0.8095337,0.78946173
1,0.8094318,0.7808893,0.18333998,0.81051093,0.7914755
2,0.801398,0.7808497,0.23058692,0.8143314,0.79383487
3,0.79662013,0.7785379,0.16957544,0.8167125,0.7957851
4,0.11344855,0.013697852,-0.13647498,-0.012604019,0.014743288
5,0.8048799,0.77874,0.22722742,0.81843966,0.7981458
6,0.8040756,0.7778577,0.16830353,0.81797624,0.8030379
7,0.80884355,0.77930367,0.13701205,0.8162155,0.8048347
8,0.80015236,0.7812628,0.2199768,0.81604195,0.80590034
9,0.03852102,-0.020757776,0.20230499,0.00998032,0.0156656
10,0.7985111,0.7802998,0.16361167,0.81812775,0.8071855
11,0.80471313,0.77881515,0.16601844,0.8140078,0.80747336
12,0.8035808,0.77978885,0.18147694,0.81653905,0.8086286
13,0.80799586,0.77940357,0.28127766,0.8108301,0.8106339
14,-0.05592841,0.009488635,0.10509414,-0.043250937,0.002268262
15,0.8074299,0.780822,0.19475436,0.81541866,0.81090623
16,0.80882984,0.7815595,0.20747836,0.81817025,0.81342244
17,0.8057479,0.7810394,0.17580268,0.8235792,0.8150181
18,0.80512273,0.781133,0.16517518,0.8161134,0.8140568
19,-0.1328643,0.014915902,-0.02357269,-0.024134183,0.020106858
20,0.8115573,0.78109753,0.21558066,0.8185947,0.81525314
21,0.80525106,0.7809642,0.19716048,0.8198322,0.8163529
22,0.80491215,0.780256,0.13599938,0.81380105,0.81646526
23,0.8083244,0.7811126,0.20848252,0.82418734,0.8191602
24,0.069280066,0.06458697,0.0149724055,-0.045276403,0.013544802
25,0.80738044,0.78265184,0.1524675,0.8211713,0.8189711
26,0.8048965,0.7835916,0.23612997,0.8187079,0.8202689
27,0.8039992,0.783885,0.15524572,0.82004833,0.8189285
28,0.808204,0.78143394,0.25264335,0.8149093,0.8197757
29,-0.085211955,-0.03437137,0.016543945,-0.0072134193,0.0026417174
30,0.80708283,0.78236663,0.1729057,0.82855165,0.8217502
31,0.8111741,0.7816401,0.21546812,0.81919175,0.82231647
32,0.80933744,0.7818598,0.2546376,0.82456636,0.8236035
33,0.8093638,0.7821118,0.22019494,0.8185947,0.8236393
34,-0.03858364,-0.061240185,-0.012500083,0.018864121,0.017109668
