,lrd,lrg,type,epochs,ticker,hid_g,hid_d,RMSE,MAE,SR_w scaled,PnL_w,Close-to-Open SR_w,Open-to-Close SR_w,Corr,Pos mn,Neg mn,narrow dist,narrow means dist,RMSE val,MAE val,PnL_w val,SR_w scaled val,Corr val,Pos mn val,Neg mn val
0,1e-05,1e-05,ForGAN-LSTM,100,AMZN,8,8,0.011126765049993992,0.007806118112057447,0.1454461862504092,0.25720630871707245,0.6252171059213246,-0.29865400295158445,-0.0043425115613173965,1.0,0.0,False,False,0.009469049982726574,0.006373737473040819,0.7189614545025659,0.4809177585870191,-0.016059831866721788,1.0,0.0
