,lrd,lrg,type,epochs,ticker,hid_g,hid_d,RMSE,MAE,SR_w scaled,PnL_w,Close-to-Open SR_w,Open-to-Close SR_w,Corr,Pos mn,Neg mn,narrow dist,narrow means dist,RMSE val,MAE val,PnL_w val,SR_w scaled val,Corr val,Pos mn val,Neg mn val
0,1e-05,1e-05,ForGAN-LSTM,500,EL,8,8,0.01188188511878252,0.007522035855799913,0.17401147944176365,0.3228568738216863,1.0346771239308434,-0.4214310825323126,-0.045686078778307056,0.8713235294117647,0.12867647058823528,False,False,0.010063545778393745,0.006109731737524271,1.654208787547126,1.0442024311838844,0.03678263734816727,0.9126034958601656,0.08739650413983441
