,lrd,lrg,type,epochs,ticker,hid_g,hid_d,RMSE,MAE,SR_w scaled,PnL_w,Close-to-Open SR_w,Open-to-Close SR_w,Corr,Pos mn,Neg mn,narrow dist,narrow means dist,RMSE val,MAE val,PnL_w val,SR_w scaled val,Corr val,Pos mn val,Neg mn val
0,1e-05,1e-05,ForGAN-SegRNN,500,AZO,8,8,0.012114368379116058,0.008364969864487648,0.3270011432987023,1.3193405910723788,-0.5527379043653071,0.5993906840069713,0.039250821851823395,0.7454044117647058,0.2545955882352941,False,False,0.012102911248803139,0.007742739282548428,1.5350965279982893,0.5109627771491322,0.007240792274177828,0.7598896044158233,0.24011039558417663
