,lrd,lrg,type,epochs,ticker,hid_g,hid_d,RMSE,MAE,SR_w scaled,PnL_w,Close-to-Open SR_w,Open-to-Close SR_w,Corr,Pos mn,Neg mn,narrow dist,narrow means dist,RMSE val,MAE val,PnL_w val,SR_w scaled val,Corr val,Pos mn val,Neg mn val
0,1e-05,1e-05,ForGAN-FFT-Conv,500,EL,8,8,0.016551870852708817,0.012647805735468864,-0.7966481847316719,-5.44648513110245,-0.9982609476482193,-0.28763519793903025,0.03434473163639376,0.01011029411764706,0.9898897058823529,False,False,0.015213092789053917,0.011260196566581726,-6.648360457648669,-1.0637834013131073,-0.00988408616353119,0.004599816007359705,0.9954001839926403
