,lrd,lrg,type,epochs,ticker,hid_g,hid_d,RMSE,MAE,SR_w scaled,PnL_w,Close-to-Open SR_w,Open-to-Close SR_w,Corr,Pos mn,Neg mn,narrow dist,narrow means dist,RMSE val,MAE val,PnL_w val,SR_w scaled val,Corr val,Pos mn val,Neg mn val
0,1e-05,1e-05,ForGAN-LS4,5,EL,5,5,0.5751128792762756,0.5744667053222656,0.8034040193242618,4.544760123114376,0.8261652150353109,0.3954101850634247,-0.005220120500389974,1.0,0.0,False,False,0.5754164457321167,0.5748124718666077,5.019594745741364,1.0078863334583197,0.0254876919156652,1.0,0.0
