,lrd,lrg,type,epochs,ticker,hid_g,hid_d,RMSE,MAE,SR_w scaled,PnL_w,Close-to-Open SR_w,Open-to-Close SR_w,Corr,Pos mn,Neg mn,narrow dist,narrow means dist,RMSE val,MAE val,PnL_w val,SR_w scaled val,Corr val,Pos mn val,Neg mn val
0,1e-05,1e-05,ForGAN-FT-Matrix,500,AMZN,8,8,0.011256174184381962,0.007844514213502407,0.49903243293088534,1.102329220441307,0.34988377631405493,0.3999709048398414,0.05994362257445401,0.0,1.0,False,False,0.009732847101986408,0.006694991607218981,-1.0153337086981393,-0.5025914060726371,-0.0050941516585955495,0.0,1.0
